"","cors"
"SART1",0.000211294151700529
"TIMM10",0.000262383285595775
"DMAP1",0.000270660429028525
"RNF126",0.000270660429028525
"GALNT3",0.000289874447285759
"SMAD3",0.000289874447285759
"ERCC5",0.000289874447285759
"PPP4R3A",0.00030115450395151
"ELAVL1",0.00030115450395151
"BLOC1S2",0.00030115450395151
"YTHDF2",0.00030115450395151
"PPARGC1B",0.00030115450395151
"WBP4",0.000362167109079066
"C12orf57",0.000362167109079066
"AP1B1",0.000362167109079066
"TNRC6B",0.000371771029913592
"SEC14L2",0.0003815054102156
"TAF15",0.000408390002756201
"RPS2P46",0.000846242124135555
"BIRC3",0.000946378211397549
"CENPW",0.000962067495060544
"PNKD",0.000988405007990949
"VASP",0.00102437450675106
"DDRGK1",0.00105369740747058
"BOD1L1",0.00108962958949394
"CTD.2287O16.1",0.00112429024661908
"DMXL2",0.00112429024661908
"COMMD5",0.00115499517673
"IGLV2.23",0.00115499517673
"LY6E",0.00115499517673
"WSB2",0.00115499517673
"TFAM",0.00115499517673
"ZNF106",0.00116248393002363
"ICAM3",0.00120960578600318
"IWS1",0.00120960578600318
"EMD",0.00127277561892289
"MID1IP1",0.00127277561892289
"MLLT10",0.00127277561892289
"GZMA",0.00131079182567003
"C9orf85",0.00134700279917155
"FYN",0.00134700279917155
"PTPN22",0.00134700279917155
"ZNRF2",0.00134700279917155
"AFG3L1P",0.00134700279917155
"CDK8",0.00134700279917155
"CYB561A3",0.00134700279917155
"FASTKD1",0.00134700279917155
"HOOK1",0.00134700279917155
"MYCBP2",0.00134700279917155
"RRP36",0.00134700279917155
"SNRNP25",0.00134700279917155
"STK17A",0.00134700279917155
"ZDHHC14",0.00134700279917155
"GRB10",0.00134700279917155
"PI4KA",0.00134700279917155
"CCDC53",0.00168390901772672
"BSDC1",0.0016891131551456
"GPBP1",0.00172484141909035
"MRPL39",0.00172484141909035
"CYBA",0.00186823994807056
"KIAA0101",0.0018987076474874
"ATP5LP2",0.00193903199063603
"C21orf58",0.00193903199063603
"FN1",0.00193903199063603
"PRC1",0.00193903199063603
"TNFRSF25",0.00193903199063603
"CLUHP3",0.00193903199063603
"C12orf45",0.00215968654150082
"DHDH",0.00215968654150082
"DHX29",0.00215968654150082
"HCCS",0.00215968654150082
"MDM4",0.00215968654150082
"SCNM1",0.00215968654150082
"TNS3",0.00215968654150082
"AFF1",0.00226266921753125
"HMGCR",0.00226266921753125
"RANBP2",0.00226266921753125
"RNPEPL1",0.00226266921753125
"STIP1",0.00226266921753125
"THUMPD3.AS1",0.00226266921753125
"TOM1",0.00226266921753125
"VTRNA1.2",0.00226266921753125
"AC012146.7",0.00237668355181332
"ACTR5",0.00237668355181332
"ADORA2A.AS1",0.00237668355181332
"AMY2B",0.00237668355181332
"ANKEF1",0.00237668355181332
"ASNS",0.00237668355181332
"BCR",0.00237668355181332
"BTG3",0.00237668355181332
"C1orf56",0.00237668355181332
"CACNA1D",0.00237668355181332
"CAPN12",0.00237668355181332
"CDC42EP3",0.00237668355181332
"CHAF1A",0.00237668355181332
"COL5A1",0.00237668355181332
"DEPDC5",0.00237668355181332
"DHX57",0.00237668355181332
"DNA2",0.00237668355181332
"ELF4",0.00237668355181332
"FAM103A1",0.00237668355181332
"FAM26F",0.00237668355181332
"FAM60A",0.00237668355181332
"FHDC1",0.00237668355181332
"FOXK2",0.00237668355181332
"FUZ",0.00237668355181332
"GATA3",0.00237668355181332
"GTF2E1",0.00237668355181332
"HIST1H2AG",0.00237668355181332
"HIST1H4H",0.00237668355181332
"IBA57",0.00237668355181332
"IGLV2.11",0.00237668355181332
"KATNB1",0.00237668355181332
"KIAA1683",0.00237668355181332
"KLF12",0.00237668355181332
"KNTC1",0.00237668355181332
"KRT222",0.00237668355181332
"LARS2",0.00237668355181332
"LINC00869",0.00237668355181332
"LINC01106",0.00237668355181332
"LRRC61",0.00237668355181332
"MCM2",0.00237668355181332
"MEGF8",0.00237668355181332
"MINOS1P2",0.00237668355181332
"MT.TY",0.00237668355181332
"MT2P1",0.00237668355181332
"MYO1F",0.00237668355181332
"NINL",0.00237668355181332
"NSMCE3",0.00237668355181332
"OGFOD3",0.00237668355181332
"OSBPL6",0.00237668355181332
"PABPC1L",0.00237668355181332
"PDZK1IP1",0.00237668355181332
"PEX10",0.00237668355181332
"PKD2",0.00237668355181332
"PLAU",0.00237668355181332
"PLCXD1",0.00237668355181332
"PPFIA3",0.00237668355181332
"PRDM1",0.00237668355181332
"RAI1",0.00237668355181332
"RDH14",0.00237668355181332
"RGL4",0.00237668355181332
"RORA",0.00237668355181332
"RP11.196G18.24",0.00237668355181332
"RP11.299J3.8",0.00237668355181332
"RP11.734J24.1",0.00237668355181332
"RP11.804H8.6",0.00237668355181332
"RP11.872J21.3",0.00237668355181332
"RPL21P28",0.00237668355181332
"RPL7P23",0.00237668355181332
"RPS2P5",0.00237668355181332
"SHF",0.00237668355181332
"SMURF1",0.00237668355181332
"SRGAP1",0.00237668355181332
"STK35",0.00237668355181332
"SUSD1",0.00237668355181332
"TAF1B",0.00237668355181332
"TCAF1",0.00237668355181332
"TRAPPC5",0.00237668355181332
"TTC12",0.00237668355181332
"TUBBP5",0.00237668355181332
"UNC119B",0.00237668355181332
"UNKL",0.00237668355181332
"UTS2",0.00237668355181332
"VPS50",0.00237668355181332
"WDR25",0.00237668355181332
"ZNF143",0.00237668355181332
"ZNF236",0.00237668355181332
"ZNF264",0.00237668355181332
"ZNF621",0.00237668355181332
"ZNF764",0.00237668355181332
"ARID5A",0.00237668355181332
"ASB3",0.00237668355181332
"BLOC1S5",0.00237668355181332
"C20orf194",0.00237668355181332
"CCDC22",0.00237668355181332
"CD180",0.00237668355181332
"CD48",0.00237668355181332
"CHRNA7",0.00237668355181332
"CLCN7",0.00237668355181332
"CNN2",0.00237668355181332
"CTC1",0.00237668355181332
"CYBB",0.00237668355181332
"DDO",0.00237668355181332
"DOCK10",0.00237668355181332
"DOHH",0.00237668355181332
"ENPP4",0.00237668355181332
"EPN2",0.00237668355181332
"ETV2",0.00237668355181332
"FAM83G",0.00237668355181332
"FBXO30",0.00237668355181332
"FBXO45",0.00237668355181332
"FCRL5",0.00237668355181332
"FLI1",0.00237668355181332
"FOXA3",0.00237668355181332
"FOXP2",0.00237668355181332
"FPGT",0.00237668355181332
"GLI4",0.00237668355181332
"GNG2",0.00237668355181332
"GNG4",0.00237668355181332
"GNPDA2",0.00237668355181332
"HAUS4",0.00237668355181332
"HERC2P9",0.00237668355181332
"HLA.DOB",0.00237668355181332
"HTR1D",0.00237668355181332
"IER5L",0.00237668355181332
"IQCK",0.00237668355181332
"KIAA0753",0.00237668355181332
"KIF19",0.00237668355181332
"KLHL6",0.00237668355181332
"KRIT1",0.00237668355181332
"LINC00668",0.00237668355181332
"LINC01024",0.00237668355181332
"MAK16",0.00237668355181332
"MDM1",0.00237668355181332
"MESDC1",0.00237668355181332
"MICB",0.00237668355181332
"MIR24.2",0.00237668355181332
"MPP6",0.00237668355181332
"MSTO1",0.00237668355181332
"MTND4P24",0.00237668355181332
"MYCL",0.00237668355181332
"NAT9",0.00237668355181332
"NEK8",0.00237668355181332
"NRL",0.00237668355181332
"NUDT13",0.00237668355181332
"OAS2",0.00237668355181332
"PDCD11",0.00237668355181332
"PDE11A",0.00237668355181332
"PKDCC",0.00237668355181332
"PRKACB",0.00237668355181332
"PRR7",0.00237668355181332
"PRSS36",0.00237668355181332
"PYCARD.AS1",0.00237668355181332
"RAB31",0.00237668355181332
"RAPGEF6",0.00237668355181332
"RLF",0.00237668355181332
"RNASEK",0.00237668355181332
"RP11.174G6.5",0.00237668355181332
"RP11.178L8.7",0.00237668355181332
"RP11.326K13.5",0.00237668355181332
"RP11.33B1.1",0.00237668355181332
"RP11.36C20.1",0.00237668355181332
"RP11.480I12.2",0.00237668355181332
"RP11.61A14.1",0.00237668355181332
"RP3.486I3.4",0.00237668355181332
"RP4.605O3.4",0.00237668355181332
"SLC2A1",0.00237668355181332
"SLC2A7",0.00237668355181332
"ST8SIA4",0.00237668355181332
"STAG3L5P.PVRIG2P.PILRB",0.00237668355181332
"SUPT3H",0.00237668355181332
"SYNC",0.00237668355181332
"TBC1D3L",0.00237668355181332
"TEAD4",0.00237668355181332
"TMEM241",0.00237668355181332
"TP53BP2",0.00237668355181332
"TRMT12",0.00237668355181332
"WAS",0.00237668355181332
"WDFY2",0.00237668355181332
"ZBTB5",0.00237668355181332
"ZMYND19",0.00237668355181332
"ZNF181",0.00237668355181332
"ZNF639",0.00237668355181332
"ZNF738",0.00237668355181332
"ZSCAN21",0.00237668355181332
"MRPL51",0.00239138752980596
"RBMX",0.0024016288524792
"GADD45GIP1",0.0024789971357687
"SRP72",0.0025428875136061
"CREB3L2",0.00261198687488299
"SH3BGRL",0.00263886331679832
"KLHDC2",0.00266031241037129
"HCST",0.00272333649499707
"CFD",0.00274651529114469
"ARFGEF2",0.00281803243052096
"NHP2",0.00282853310689368
"USP7",0.00292334746743503
"GCH1",0.00292334746743503
"KLRB1",0.00292334746743503
"NOB1",0.00292334746743503
"POLR2G",0.00292436992000579
"AP1M2",0.00295825128994933
"ECT2",0.0030105515284462
"NUDT19",0.0030105515284462
"ALPK1",0.0030105515284462
"CDKN1C",0.0030105515284462
"DNASE1L3",0.0030105515284462
"MSH6",0.0030105515284462
"RP4.773N10.4",0.0030105515284462
"RPUSD4",0.0030105515284462
"RRM2B",0.0030105515284462
"SMAP2",0.0030105515284462
"ZNRD1",0.00304142724145256
"TSEN34",0.00304142724145256
"GOLGA8A",0.00316282415039443
"ILF3",0.00327765368522531
"SUMO2",0.00329557770573292
"ARL4C",0.00336908407651699
"ANAPC10",0.00336908407651699
"AP4E1",0.00336908407651699
"ATP9B",0.00336908407651699
"DNAL4",0.00336908407651699
"FAM219B",0.00336908407651699
"HIVEP2",0.00336908407651699
"KANK1",0.00336908407651699
"MFSD7",0.00336908407651699
"MTERF1",0.00336908407651699
"NAT6",0.00336908407651699
"NVL",0.00336908407651699
"PRSS12",0.00336908407651699
"RP11.463O12.5",0.00336908407651699
"TBC1D8B",0.00336908407651699
"TIMM8A",0.00336908407651699
"ZNF623",0.00336908407651699
"AASDH",0.00336908407651699
"ALYREF",0.00336908407651699
"APBB2",0.00336908407651699
"CASP2",0.00336908407651699
"CCM2",0.00336908407651699
"CD99L2",0.00336908407651699
"CEP44",0.00336908407651699
"COL9A3",0.00336908407651699
"CTB.79E8.3",0.00336908407651699
"DIP2B",0.00336908407651699
"DYRK4",0.00336908407651699
"EYA3",0.00336908407651699
"FHIT",0.00336908407651699
"FTH1P8",0.00336908407651699
"GGT7",0.00336908407651699
"GIMAP2",0.00336908407651699
"GNPNAT1",0.00336908407651699
"HAUS6",0.00336908407651699
"HCFC2",0.00336908407651699
"HUS1",0.00336908407651699
"L3MBTL4",0.00336908407651699
"LINC00982",0.00336908407651699
"LINC01268",0.00336908407651699
"LTB4R",0.00336908407651699
"MKRN2",0.00336908407651699
"MPHOSPH9",0.00336908407651699
"MPP7",0.00336908407651699
"PCBP4",0.00336908407651699
"PTPRVP",0.00336908407651699
"RBM28",0.00336908407651699
"REXO4",0.00336908407651699
"RGL2",0.00336908407651699
"RINT1",0.00336908407651699
"RNF115",0.00336908407651699
"SCRIB",0.00336908407651699
"SEC22A",0.00336908407651699
"SLC26A6",0.00336908407651699
"SPOPL",0.00336908407651699
"TNPO2",0.00336908407651699
"TRIM54",0.00336908407651699
"TRNT1",0.00336908407651699
"TSR1",0.00336908407651699
"TXK",0.00336908407651699
"USP30.AS1",0.00336908407651699
"ZSWIM5",0.00336908407651699
"LUC7L3",0.00345247223217547
"RPL18AP3",0.00345294131386494
"NOP56",0.00348612584266624
"CCNT2",0.00357556964334544
"TFEC",0.00357556964334544
"IL6R",0.00360040255107082
"ANKRD49",0.00372670831669926
"NCBP2.AS2",0.00372670831669927
"SLC41A2",0.00372670831669927
"SRSF2",0.0037679659954949
"ACP5",0.00382535954052874
"PCNX3",0.00382535954052874
"PET117",0.00382535954052874
"PIK3C3",0.00382535954052874
"SERPINH1",0.00382535954052874
"TCEAL4",0.00382535954052874
"VPS9D1",0.00382535954052874
"ZSWIM6",0.00382535954052874
"DMBT1",0.00384326801522375
"STT3A",0.00388202897042788
"LCP1",0.00389643627826143
"GRHPR",0.00394022831467905
"PSPC1",0.00407203951115853
"RFC1",0.00407203951115853
"FIBP",0.00409360211911427
"MBD4",0.00409360211911427
"ADCY9",0.00413606957050303
"AMBRA1",0.00413606957050303
"ATAT1",0.00413606957050303
"ATP8A1",0.00413606957050303
"B3GAT3",0.00413606957050303
"BTBD3",0.00413606957050303
"C14orf28",0.00413606957050303
"CCDC84",0.00413606957050303
"CDC42EP4",0.00413606957050303
"CDS2",0.00413606957050303
"CHDH",0.00413606957050303
"CRCP",0.00413606957050303
"DAG1",0.00413606957050303
"DBP",0.00413606957050303
"ELK4",0.00413606957050303
"EML2",0.00413606957050303
"EXOC6B",0.00413606957050303
"FAM91A1",0.00413606957050303
"FBXO25",0.00413606957050303
"FBXO34",0.00413606957050303
"FLOT2",0.00413606957050303
"FTH1P20",0.00413606957050303
"GIT1",0.00413606957050303
"HDAC10",0.00413606957050303
"KIAA1143",0.00413606957050303
"MECR",0.00413606957050303
"NARF",0.00413606957050303
"NKIRAS2",0.00413606957050303
"PC",0.00413606957050303
"PQLC2",0.00413606957050303
"PTGFRN",0.00413606957050303
"RGS3",0.00413606957050303
"RPL10P3",0.00413606957050303
"SNUPN",0.00413606957050303
"STAU2",0.00413606957050303
"TEPSIN",0.00413606957050303
"TGFA",0.00413606957050303
"TOR3A",0.00413606957050303
"VPS37B",0.00413606957050303
"XPO6",0.00413606957050303
"ZCCHC14",0.00413606957050303
"ZDHHC13",0.00413606957050303
"ZFC3H1",0.00413606957050303
"ZFYVE16",0.00413606957050303
"ZFYVE21",0.00413606957050303
"CCDC186",0.00421324166745159
"ZC3H12A",0.00427374746567616
"PRKDC",0.00427374746567616
"ZNF518A",0.00427374746567616
"ITGB4",0.00427687786408986
"INPP1",0.00434402396486724
"FXR1",0.00434402396486724
"CD69",0.00439652543803534
"TIMM17B",0.00443404705313883
"NIP7",0.0045087430115906
"SF3A3",0.0045087430115906
"TWISTNB",0.0045087430115906
"CNKSR3",0.0045087430115906
"NAA35",0.0045087430115906
"TERF2IP",0.0045087430115906
"TNPO3",0.0045087430115906
"USP4",0.0045087430115906
"CES3",0.00453989890354732
"ARHGAP32",0.00477653884340176
"MOV10",0.00477653884340176
"HELZ",0.00478732015733435
"LFNG",0.00478732015733435
"LPXN",0.00478732015733435
"MIF4GD",0.00478732015733435
"SLC33A1",0.00478732015733435
"TSC1",0.00478732015733435
"CCDC18.AS1",0.00478732015733435
"CEBPB",0.00478732015733435
"IER5",0.00478732015733435
"PHC3",0.00478732015733435
"RAB30",0.00478732015733435
"RALGAPA1",0.00478732015733435
"ROGDI",0.00478732015733435
"SREBF2",0.00478732015733435
"TCEAL1",0.00478732015733435
"TMEM184C",0.00478732015733435
"TMEM254",0.00478732015733435
"TMEM43",0.00478732015733435
"TTC7A",0.00478732015733435
"UBL7",0.00478732015733435
"VPS53",0.00478732015733435
"ZC3HAV1",0.00478732015733435
"ARHGAP35",0.00488798519202165
"TGM2",0.00488798519202165
"JUP",0.00489241898406463
"ITM2C",0.00494404574473005
"PLP2",0.0049782390443276
"NDUFAF2",0.00510996488486503
"ATP10B",0.00510996488486503
"ERICH1",0.00510996488486503
"ESYT2",0.00510996488486503
"PDCL3",0.00510996488486503
"MEST",0.00525430016123227
"VBP1",0.00525430016123227
"GUCA2A",0.00527576795089602
"RAD9A",0.0053004341833955
"RHOF",0.00531002416718497
"FBXW2",0.00536522212895332
"GPD2",0.00536522212895332
"KDM2A",0.00536522212895332
"KNOP1",0.00536522212895332
"PRKACA",0.00536522212895332
"SNHG15",0.00536522212895332
"TMEM69",0.00536522212895332
"WAPL",0.00536522212895332
"WASH1",0.00536522212895332
"BIRC2",0.00543817365824163
"ERAL1",0.00544319567742285
"RGN",0.00544319567742285
"TNFRSF10B",0.00544319567742285
"FEM1C",0.00565404773672964
"NAA10",0.00565404773672964
"NTMT1",0.00565404773672964
"MPHOSPH8",0.00565637628673599
"LYPLAL1",0.00577151896168374
"PLPP2",0.00581177694912945
"KMT2C",0.00589146857666942
"NFKBIZ",0.00589146857666942
"ZER1",0.00589146857666942
"EPS8",0.00590076363167362
"AGPAT1",0.00595431759856245
"PTGER4",0.00595431759856245
"SFXN1",0.00595431759856245
"CLCA1",0.00606791116082072
"LRP1",0.0061314151120079
"TMEM87A",0.00615566350924329
"LAPTM5",0.00615916523593656
"DGKA",0.00622899690370418
"RSRC2",0.00623501195477767
"METAP2",0.00625736821013811
"CA9",0.00627369713692075
"SMARCA5",0.00637892140826224
"WDR45",0.00637892140826224
"CCNA2",0.00638069580951294
"ZFR",0.0064310809602423
"SNX1",0.00662425215118084
"MRM2",0.00674577285973503
"RPS6KB2",0.00683594595683937
"PIGT",0.00706382015103177
"RNF11",0.00706629676381758
"UCP2",0.00706629676381758
"CPSF1",0.0071390748014745
"UBA1",0.00715610501461392
"MRTO4",0.00718545552098578
"TLE4",0.00718545552098578
"SLC17A4",0.00730658609215784
"CA7",0.00732485645348667
"NAPEPLD",0.00748647068537876
"NSRP1",0.00748647068537876
"BID",0.00749432540139957
"PRELID1",0.00763093145473218
"NIT1",0.00765250301362915
"C10orf10",0.00767621685675738
"CXXC4",0.00767621685675738
"PFKM",0.00767621685675738
"VSIG4",0.00767621685675738
"ASTE1",0.00767621685675738
"IGSF3",0.00767621685675738
"MLLT3",0.00767621685675738
"ZMYM3",0.00767621685675738
"DRAM2",0.00771384742530083
"MTHFS",0.00771384742530083
"HDGF",0.00771930301758133
"DMXL1",0.00772409196372995
"LPAR6",0.00772409196372995
"PIK3R4",0.00772409196372995
"PTPN1",0.00772409196372995
"SAMHD1",0.00772409196372995
"TSPYL2",0.00772409196372995
"TATDN1",0.00782524213210414
"PREB",0.00782524213210414
"PRPSAP2",0.00782524213210414
"BROX",0.00788827109745156
"AGGF1",0.00792948240227852
"GGCX",0.00792948240227852
"GOLGA5",0.00792948240227852
"ILF3.AS1",0.00792948240227852
"KCNE3",0.00792948240227852
"MRPL23",0.00792948240227852
"NBN",0.00792948240227852
"NOMO1",0.00792948240227852
"PPP3CA",0.00792948240227852
"SF3A2",0.00792948240227852
"UBE3C",0.00792948240227852
"UBXN2A",0.00792948240227852
"MRPS6",0.00794445559703033
"C1orf106",0.00814125997502516
"RP4.647C14.3",0.00815363328600567
"TGFBR1",0.00815363328600567
"SCML4",0.00816254118318385
"STARD10",0.00816254118318385
"LCORL",0.00819671944869774
"MARS",0.00819671944869774
"SLC7A1",0.00819671944869774
"THNSL2",0.00819671944869774
"RPL10AP6",0.00819859504468957
"PRRC2C",0.00820571869730151
"MAPRE1",0.00823080209959839
"TAF9",0.00834719589624524
"TMED2",0.00836344588119407
"ABI3",0.00840540740834926
"ALS2",0.00840540740834926
"ANKRD26",0.00840540740834926
"BAG4",0.00840540740834926
"BTBD9",0.00840540740834926
"C5orf22",0.00840540740834926
"CDK4",0.00840540740834926
"CEP104",0.00840540740834926
"EFNA4",0.00840540740834926
"EPHB2",0.00840540740834926
"FN3K",0.00840540740834926
"HDAC5",0.00840540740834926
"IGKV3.11",0.00840540740834926
"KDELR3",0.00840540740834926
"KDM6B",0.00840540740834926
"KITLG",0.00840540740834926
"KLHDC10",0.00840540740834926
"LTV1",0.00840540740834926
"MMS19",0.00840540740834926
"MROH1",0.00840540740834926
"NCBP1",0.00840540740834926
"NOXA1",0.00840540740834926
"OXR1",0.00840540740834926
"PAXIP1.AS1",0.00840540740834926
"PPP1R12B",0.00840540740834926
"PSORS1C3",0.00840540740834926
"RAB9A",0.00840540740834926
"RNF8",0.00840540740834926
"RNMT",0.00840540740834926
"SDAD1",0.00840540740834926
"SERPINE2",0.00840540740834926
"SESN3",0.00840540740834926
"SLC16A4",0.00840540740834926
"SOCS4",0.00840540740834926
"STK40",0.00840540740834926
"SUDS3",0.00840540740834926
"SYTL2",0.00840540740834926
"TCEB3",0.00840540740834926
"TNFAIP1",0.00840540740834926
"WDR44",0.00840540740834926
"ZBTB16",0.00840540740834926
"KRT72",0.00842395618421558
"TNFRSF14",0.00844995443800832
"AKIRIN1",0.00845046233602177
"ALG12",0.00845046233602177
"ASPA",0.00845046233602177
"B4GALT3",0.00845046233602177
"DPAGT1",0.00845046233602177
"GABRE",0.00845046233602177
"LETM1",0.00845046233602177
"LINC00467",0.00845046233602177
"MAFK",0.00845046233602177
"MSRB2",0.00845046233602177
"MYL6B",0.00845046233602177
"NR3C1",0.00845046233602177
"RAPH1",0.00845046233602177
"RBM33",0.00845046233602177
"SEMA6C",0.00845046233602177
"SLC44A3",0.00845046233602177
"TRAPPC8",0.00845046233602177
"TRUB1",0.00845046233602177
"PTK6",0.00848171518024103
"SH3RF2",0.00849074975523176
"ETV3",0.00849074975523176
"NUDT12",0.00849074975523176
"PPFIBP2",0.00849074975523176
"SSRP1",0.00849074975523176
"TARS",0.00849074975523176
"CARHSP1",0.00850861260445257
"RAB11B",0.00854801401776814
"MTPN",0.00858315578860724
"ARAF",0.00862667724745494
"ASH1L",0.00862667724745494
"D2HGDH",0.00862667724745494
"POLR3GL",0.00862667724745494
"POLR3K",0.00862667724745494
"PRPF19",0.00862667724745494
"SCAMP1",0.00862667724745494
"TMEM135",0.00862667724745494
"ZFYVE19",0.00862667724745494
"ZNF622",0.00862667724745494
"LSR",0.00869334058296616
"ATRX",0.00870954659628724
"ANAPC7",0.00871201021409658
"C11orf68",0.00871201021409658
"CES4A",0.00871201021409658
"CTDP1",0.00871201021409658
"ENPP7P8",0.00871201021409658
"GABPB2",0.00871201021409658
"IRF2BPL",0.00871201021409658
"KANSL1",0.00871201021409658
"KAT8",0.00871201021409658
"MTMR9",0.00871201021409658
"NCK1.AS1",0.00871201021409658
"PTPRB",0.00871201021409658
"RP11.693N9.2",0.00871201021409658
"SIK3",0.00871201021409658
"TRIM41",0.00871201021409658
"TTLL6",0.00871201021409658
"ZNF704",0.00871201021409658
"AC024560.3",0.00871201021409658
"AKT1S1",0.00871201021409658
"ATG14",0.00871201021409658
"ATL1",0.00871201021409658
"C3AR1",0.00871201021409658
"C5orf45",0.00871201021409658
"CCDC167",0.00871201021409658
"CISH",0.00871201021409658
"CNDP1",0.00871201021409658
"CNOT4",0.00871201021409658
"CRIPAK",0.00871201021409658
"DARS2",0.00871201021409658
"DCAF1",0.00871201021409658
"DENND4B",0.00871201021409658
"DHRSX",0.00871201021409658
"FAM199X",0.00871201021409658
"FAM58A",0.00871201021409658
"FPGS",0.00871201021409658
"GM2A",0.00871201021409658
"GTPBP3",0.00871201021409658
"IMMP1L",0.00871201021409658
"LRCH1",0.00871201021409658
"MNAT1",0.00871201021409658
"MPV17L2",0.00871201021409658
"MT.TR",0.00871201021409658
"MVK",0.00871201021409658
"NSUN6",0.00871201021409658
"PLPP6",0.00871201021409658
"PRDM10",0.00871201021409658
"PRMT6",0.00871201021409658
"PUS7L",0.00871201021409658
"RBAK",0.00871201021409658
"RP11.422P24.9",0.00871201021409658
"RP11.592N21.1",0.00871201021409658
"RP3.368A4.5",0.00871201021409658
"RP5.1052M9.1",0.00871201021409658
"SDSL",0.00871201021409658
"SERPINB5",0.00871201021409658
"SIRT3",0.00871201021409658
"SLC9A6",0.00871201021409658
"SMIM3",0.00871201021409658
"SNX27",0.00871201021409658
"SPEG",0.00871201021409658
"SPRYD4",0.00871201021409658
"STIM2",0.00871201021409658
"SYP",0.00871201021409658
"TBC1D10C",0.00871201021409658
"TECPR1",0.00871201021409658
"TMEM184B",0.00871201021409658
"TRIM52.AS1",0.00871201021409658
"TYW1",0.00871201021409658
"WDR55",0.00871201021409658
"YPEL2",0.00871201021409658
"ZCCHC11",0.00871201021409658
"ZNF101",0.00871201021409658
"ZNF252P",0.00871201021409658
"ZNF282",0.00871201021409658
"ZNF514",0.00871201021409658
"ZW10",0.00871201021409658
"PQBP1",0.00877053984821058
"MLXIP",0.00879625667724449
"ARFGAP2",0.00879625667724449
"TMEM106B",0.00879625667724449
"TMEM131",0.00879625667724449
"WDR11",0.00879625667724449
"FOPNL",0.0088329114016369
"UFD1L",0.0088329114016369
"ATN1",0.00886202521624686
"ZFAND1",0.00886202521624686
"CLPTM1L",0.00886202521624686
"ELMOD2",0.00886202521624686
"PNPLA6",0.00886202521624686
"RP11.867G23.8",0.00886202521624686
"AHCY",0.00892697147311204
"SLC35E2B",0.00892697147311204
"CLK1",0.00899886537494677
"GALK2",0.00905555375797678
"TSPAN12",0.00905555375797678
"MAP7",0.00910582035158909
"BCLAF1",0.00912649413783503
"MED14",0.00912649413783503
"MOCOS",0.00912649413783503
"NFX1",0.00912649413783503
"WDR82",0.00912649413783503
"GOLGA2",0.00916153740574412
"HNRNPA0",0.00919385125622207
"RP3.335E1.1",0.00919385125622207
"IDI1",0.00920845503620202
"AGPAT3",0.00939249831607767
"MTMR11",0.00939686781601045
"BRMS1",0.00940569632355718
"CNOT1",0.00941562187775198
"KDM5D",0.00941562187775198
"CTSC",0.00943475393995581
"UPF2",0.00946288845338495
"CANX",0.0095187816488543
"FOXP1",0.00969209122405949
"YY1",0.00972363814072887
"FAM120A",0.00975981525450256
"C1QC",0.00979261618547277
"TOMM20",0.00990593765406159
"ELF1",0.00991224069934658
"NANS",0.00991224069934658
"UPF3B",0.00998148886374068
"DRAP1",0.0100288002879249
"SUPT5H",0.0100288002879249
"FOXN3",0.0102271109017699
"IFNGR2",0.0102271109017699
"DDX17",0.0102515790983108
"SLC25A36",0.0102714733809418
"TMPRSS4",0.0103587334304041
"SDC1",0.0105003402630995
"AC020571.3",0.0105337230147429
"AC074117.10",0.0105337230147429
"AC104389.1",0.0105337230147429
"ACOT4",0.0105337230147429
"ADSSL1",0.0105337230147429
"AGXT",0.0105337230147429
"AL035610.1",0.0105337230147429
"ANKHD1.EIF4EBP3",0.0105337230147429
"ANKRD35",0.0105337230147429
"ANXA2R",0.0105337230147429
"AP000347.2",0.0105337230147429
"AP001258.4",0.0105337230147429
"APOBEC3G",0.0105337230147429
"APOM",0.0105337230147429
"ARHGAP11B",0.0105337230147429
"ARL17B",0.0105337230147429
"ARL4AP2",0.0105337230147429
"ARRDC1.AS1",0.0105337230147429
"ATG7",0.0105337230147429
"ATP7A",0.0105337230147429
"B4GALT6",0.0105337230147429
"BAHCC1",0.0105337230147429
"BCL9",0.0105337230147429
"BOLA2B",0.0105337230147429
"BORCS5",0.0105337230147429
"BRSK1",0.0105337230147429
"C12orf73",0.0105337230147429
"C14orf80",0.0105337230147429
"C16orf52",0.0105337230147429
"C1orf50",0.0105337230147429
"C2orf48",0.0105337230147429
"C3orf58",0.0105337230147429
"C4orf36",0.0105337230147429
"CASD1",0.0105337230147429
"CBL",0.0105337230147429
"CCDC28B",0.0105337230147429
"CCDC61",0.0105337230147429
"CD209",0.0105337230147429
"CD4",0.0105337230147429
"CDYL2",0.0105337230147429
"CENPH",0.0105337230147429
"CEP162",0.0105337230147429
"CEP290",0.0105337230147429
"CH17.373J23.1",0.0105337230147429
"COL13A1",0.0105337230147429
"CPXM2",0.0105337230147429
"CRACR2A",0.0105337230147429
"CTB.50L17.8",0.0105337230147429
"CTD.2501B8.1",0.0105337230147429
"CXorf40B",0.0105337230147429
"CYB561D1",0.0105337230147429
"CYP2W1",0.0105337230147429
"DCUN1D2",0.0105337230147429
"DHX34",0.0105337230147429
"DHX35",0.0105337230147429
"DOLK",0.0105337230147429
"DSG3",0.0105337230147429
"DUSP4",0.0105337230147429
"ECE2",0.0105337230147429
"EGR2",0.0105337230147429
"ELMO1",0.0105337230147429
