sample_id,gender,type,tissue_old,age,tissue,ACE2,ESR1,ACE1,ESR2,AR,PGR,TMPRSS2
TCGA.D8.A27E.01,female,cancer,NA,60-100,breast,0.030503093,3.779676269,3.084981484,0.314272268,2.913862138,0.846359195,0.268651477
TCGA.D8.A27F.01,female,cancer,NA,20-59,breast,1.910154531,0.799451809,2.113126171,0.465194155,0.631781571,0.310227889,2.552814048
TCGA.D8.A27G.01,female,cancer,NA,60-100,breast,0.0911865,3.203462174,2.276685799,0.251231328,2.916893575,0.627505121,1.300302582
TCGA.D8.A27H.01,female,cancer,NA,60-100,breast,0.649221783,0.762018047,2.67639162,0.539266065,1.2290754,0.391275143,2.714981166
TCGA.D8.A27I.01,female,cancer,NA,20-59,breast,0.296678114,3.417564367,2.615323813,0.606849565,2.728995246,2.568574288,2.146415316
TCGA.D8.A27K.01,female,cancer,NA,20-59,breast,0.338293452,3.467521544,2.387276942,0.621892329,3.198904754,2.960607807,1.581242898
TCGA.D8.A27L.01,female,cancer,NA,20-59,breast,0.55725419,3.48552055,2.34854152,0.456554263,3.204441028,3.301545895,2.899460457
TCGA.D8.A27M.01,female,cancer,NA,20-59,breast,1.176558129,1.662443679,2.347253927,0.943110952,1.689875126,0.538530213,2.52329513
TCGA.D8.A27P.01,female,cancer,NA,60-100,breast,0.063721061,3.052316502,2.404071252,0.233287514,3.307914345,2.606540874,2.655476458
TCGA.D8.A27T.01,female,cancer,NA,20-59,breast,0.113758697,3.527026224,2.487429715,0.390071213,2.770686934,2.993560042,2.233322547
TCGA.D8.A4Z1.01,female,cancer,NA,60-100,breast,0.328473005,2.936531543,2.679404644,0.428977872,2.888672818,2.712958481,2.870645989
TCGA.D8.A73X.01,female,cancer,NA,20-59,breast,0.109284244,3.444067531,2.251462292,0.31638589,2.923139976,3.164384062,2.043329172
TCGA.D9.A148.06,male,cancer,NA,20-59,skin,0.051882201,0.597754124,1.950670975,2.048011868,0.101011587,0.026302402,1.340331728
TCGA.D9.A149.06,female,cancer,NA,60-100,skin,0.088646721,0.268239349,2.182316007,0.116483727,0.313797455,0.195424285,0.088646721
TCGA.D9.A1JW.06,male,cancer,NA,60-100,skin,0.02828167,0.54579113,2.017657254,0.373280347,0.428777964,0.02828167,0.353967838
TCGA.D9.A1JX.06,female,cancer,NA,60-100,skin,-3.22E-08,0.605986973,2.275105571,0.421493283,0.057407896,-3.22E-08,0.816973108
TCGA.D9.A1X3.06,male,cancer,NA,60-100,skin,0.212707009,1.713400522,1.616013797,0.452741515,1.449343758,0.065563654,0.184997086
TCGA.D9.A3Z1.06,male,cancer,NA,60-100,skin,-2.75E-08,0.633184796,1.958082513,0.350263891,0.04915363,0.024907498,0.140105361
TCGA.D9.A3Z3.06,female,cancer,NA,20-59,skin,0.047730382,0.518593873,2.19092669,1.468361362,0.156957504,0.047730382,1.144759322
TCGA.D9.A3Z4.01,male,cancer,NA,20-59,skin,0.078799676,0.539989402,2.314801794,0.30113746,0.218683877,0.027008853,0.462222371
TCGA.D9.A4Z3.01,female,cancer,NA,60-100,skin,0.021744081,0.178270412,1.258440905,0.06365936,0.042956301,0.021744081,0.083875593
TCGA.D9.A4Z5.01,male,cancer,NA,60-100,skin,0.502274517,1.194308598,2.168824688,0.11388859,0.307248404,0.086653262,0.19118343
TCGA.D9.A4Z6.06,male,cancer,NA,20-59,skin,0.566306986,1.098179905,2.193444205,1.678857367,0.150567936,0.026848255,0.580428232
TCGA.D9.A6E9.06,female,cancer,NA,60-100,skin,-2.60E-08,0.721028621,2.323584271,0.265579322,0.247837437,-2.60E-08,0.247837437
TCGA.D9.A6EA.06,male,cancer,NA,60-100,skin,0.030650029,0.380292077,2.128135687,0.497085066,0.170886006,-3.39E-08,0.420966861
TCGA.D9.A6EC.06,male,cancer,NA,20-59,skin,0.151006154,0.103358479,1.107478038,1.203579389,0.07857308,-2.98E-08,0.239372843
TCGA.D9.A6EG.06,male,cancer,NA,20-59,skin,0.058608306,0.661087101,1.882741738,0.661087101,0.262495035,0.086631644,0.113860441
TCGA.DA.A1HV.06,female,cancer,NA,60-100,skin,0.130163242,0.770354376,2.319042649,0.723480974,0.027515728,0.027515728,0.517875458
TCGA.DA.A1HW.06,female,cancer,NA,20-59,skin,0.155809463,1.027538788,2.368855519,0.994161286,0.155809463,0.02782485,1.557772109
TCGA.DA.A1HY.06,male,cancer,NA,20-59,skin,0.032488142,0.180626825,2.045057374,0.442942264,0.559585801,0.032488142,0.30901901
TCGA.DA.A1I0.06,male,cancer,NA,60-100,skin,-2.50E-08,0.087245282,2.120430509,1.576303145,0.02263731,-2.50E-08,0.087245282
TCGA.DA.A1I1.06,male,cancer,NA,20-59,skin,0.470367673,1.573693707,2.332257723,0.450783519,0.629489771,0.120237089,0.276436714
TCGA.DA.A1I2.06,male,cancer,NA,20-59,skin,0.059253841,1.210354779,2.712387293,0.39422911,0.35324392,0.03007739,0.652351774
TCGA.DA.A1I4.06,male,cancer,NA,20-59,skin,0.024928565,0.399858265,2.225668502,0.924721512,0.333401983,0.095862661,0.315933616
TCGA.DA.A1I5.06,female,cancer,NA,20-59,skin,0.168994631,0.636732486,2.046326086,0.814687298,0.109402104,0.067266011,1.165778011
TCGA.DA.A1I7.06,male,cancer,NA,60-100,skin,0.029960916,0.620157206,1.960440842,0.505251789,0.372677582,0.141295972,0.217000331
TCGA.DA.A1I8.06,female,cancer,NA,60-100,skin,0.060909039,0.667245852,2.033439995,0.62065131,0.089998623,0.030926304,2.611703339
TCGA.DA.A1IA.06,female,cancer,NA,20-59,skin,-2.91E-08,0.467839612,1.864718059,0.124687494,0.192068662,-2.91E-08,0.051913542
TCGA.DA.A1IB.06,female,cancer,NA,60-100,skin,0.256061113,1.030079892,2.329875486,0.851074101,0.100728159,0.100728159,0.437523558
TCGA.DA.A1IC.06,male,cancer,NA,60-100,skin,0.234672512,0.973324678,1.935853411,1.355831547,0.510285621,0.084862959,0.383180855
TCGA.DA.A3F2.06,male,cancer,NA,20-59,skin,-2.02E-08,0.316190195,2.39219623,0.036264863,0.303783681,0.070964905,-2.02E-08
TCGA.DA.A3F3.06,male,cancer,NA,20-59,skin,0.226152688,0.936011637,1.229728583,0.269650052,0.203596442,0.027995945,0.269650052
TCGA.DA.A3F5.06,male,cancer,NA,20-59,skin,0.107257778,0.180325595,1.573482726,0.081563571,0.780353861,0.107257778,0.442304637
TCGA.DA.A3F8.06,male,cancer,NA,20-59,skin,0.053337794,0.638426712,2.322498749,0.510375067,0.261210903,0.10379683,0.376980078
TCGA.DA.A95V.06,female,cancer,NA,60-100,skin,0.138608462,0.606566101,1.97212927,1.079228563,0.021237654,-2.34E-08,0.081962536
TCGA.DA.A95W.06,male,cancer,NA,20-59,skin,0.021983048,0.452957841,1.196611486,0.249255666,0.440029624,0.021983048,0.265675589
TCGA.DA.A95X.06,male,cancer,NA,60-100,skin,0.120653964,0.792725042,2.568753291,1.097956578,0.432081249,0.031576475,0.432081249
TCGA.DA.A95Y.06,male,cancer,NA,60-100,skin,0.157687042,0.406415781,1.669851591,1.532238106,0.024298066,0.024298066,0.406415781
TCGA.DA.A95Z.06,male,cancer,NA,60-100,skin,0.445767506,0.175723882,1.745927028,0.175723882,0.134972232,0.047297836,0.416481782
TCGA.DA.A960.01,male,cancer,NA,60-100,skin,0.016838431,0.095928738,1.098256449,0.245192835,-1.85E-08,-1.85E-08,-1.85E-08
TCGA.DB.5270.01,female,cancer,NA,20-59,brain,0.147972294,0.22698218,1.670129698,0.201370285,1.435591735,0.322962144,0.276197266
TCGA.DB.5273.01,male,cancer,NA,20-59,brain,0.399134749,0.438762956,2.399111744,0.457903318,1.786710274,0.088786535,0.314256005
TCGA.DB.5274.01,female,cancer,NA,20-59,brain,0.14247562,0.066593713,1.539422949,0.127896407,0.224455946,0.14247562,0.034005869
TCGA.DB.5275.01,male,cancer,NA,20-59,brain,0.094179235,0.354921045,1.399592322,0.482312937,1.02109408,0.207159631,0.233450092
TCGA.DB.5276.01,male,cancer,NA,20-59,brain,0.236828151,0.359849482,2.009482986,0.262742981,2.246249442,0.154572703,1.053050665
TCGA.DB.5277.01,male,cancer,NA,20-59,brain,0.186386427,0.233461155,1.252163927,0.256122043,1.213474633,0.38129825,1.361606489
TCGA.DB.5278.01,male,cancer,NA,0-19,brain,0.323304465,0.48378651,2.022572468,0.323304465,0.882876051,0.372032514,0.620237617
TCGA.DB.5279.01,male,cancer,NA,20-59,brain,0.180089235,0.576095361,1.574544325,0.354848942,1.917932452,0.482218985,0.032386435
TCGA.DB.5280.01,male,cancer,NA,20-59,brain,0.611637281,0.354080587,1.569731949,0.700463177,2.55149527,0.249635088,0.533583456
TCGA.DB.5281.01,male,cancer,NA,60-100,brain,0.362270443,0.289958121,1.980358053,0.639941527,2.183937026,0.289958121,0.450706501
TCGA.DB.A4X9.01,female,cancer,NA,20-59,brain,0.508554097,0.359846038,1.369256743,1.022035234,2.11501986,0.125537732,0.182780775
TCGA.DB.A4XA.01,male,cancer,NA,20-59,brain,0.303752876,0.303752876,2.053208731,0.242154552,0.787140325,0.303752876,0.829852042
TCGA.DB.A4XB.01,male,cancer,NA,20-59,brain,0.29999401,0.586938524,1.780560901,0.548222183,2.231336787,0.131087755,0.788924739
TCGA.DB.A4XC.01,male,cancer,NA,20-59,brain,0.228575656,0.565439279,1.630806565,1.072791497,1.761446098,0.453348925,0.412583214
TCGA.DB.A4XD.01,male,cancer,NA,20-59,brain,0.095818358,0.405660637,1.582509022,0.44865142,2.210898787,0.125811025,0.210626815
TCGA.DB.A4XE.01,female,cancer,NA,20-59,brain,0.154460685,0.312334676,1.570038644,0.508231173,1.514795663,0.154460685,0.883321591
TCGA.DB.A4XF.01,female,cancer,NA,20-59,brain,0.267134421,0.436442536,1.860199801,0.33438556,2.263835699,0.33438556,0.219413771
TCGA.DB.A4XG.01,male,cancer,NA,20-59,brain,0.282030387,0.306151045,1.368219395,0.536507736,0.688587757,0.231857578,0.688587757
TCGA.DB.A4XH.01,female,cancer,NA,20-59,brain,0.199189127,0.292914115,1.609376862,0.179157771,0.256651104,0.482379867,0.116124505
TCGA.DB.A64L.01,female,cancer,NA,60-100,brain,0.41794409,0.305779351,2.015128341,0.344805307,0.222150941,0.41794409,0.382164801
TCGA.DB.A64O.01,male,cancer,NA,20-59,brain,0.138952008,0.304340764,2.044780601,0.029444864,2.15447243,0.138952008,0.480284507
TCGA.DB.A64P.01,male,cancer,NA,20-59,brain,0.347514657,0.178692534,2.132570732,0.328096097,0.566642411,0.24578615,0.651081105
TCGA.DB.A64Q.01,female,cancer,NA,20-59,brain,0.258453633,0.609901948,1.810948114,0.206692683,0.33114839,0.093958643,0.283311194
TCGA.DB.A64R.01,female,cancer,NA,20-59,brain,0.22996603,0.414942584,1.874656494,0.532548045,1.221713712,0.279767722,0.327071554
TCGA.DB.A64S.01,male,cancer,NA,20-59,brain,0.244362156,0.222663222,1.385678761,0.286253029,1.601687341,0.177633637,1.165415755
TCGA.DB.A64U.01,female,cancer,NA,20-59,brain,0.197278088,0.38148355,1.737915799,0.441978692,0.498583583,0.360393728,0.551756011
TCGA.DB.A64V.01,male,cancer,NA,20-59,brain,0.052470558,0.31624937,1.596205243,0.194032175,0.518314773,0.194032175,0.31624937
TCGA.DB.A64W.01,female,cancer,NA,60-100,brain,0.230506257,0.533679514,2.188722526,0.839433301,1.021250135,0.350621795,0.394630336
TCGA.DB.A64X.01,female,cancer,NA,20-59,brain,0.287270689,0.17557364,1.413559309,0.113751955,1.492289689,0.113751955,0.679374772
TCGA.DB.A75K.01,female,cancer,NA,20-59,brain,0.059616907,0.333859995,2.37433993,0.243184582,0.625293449,0.142669227,0.243184582
TCGA.DB.A75L.01,female,cancer,NA,20-59,brain,0.328879063,0.4396412,1.650851816,0.638994741,0.728993903,0.348338605,0.328879063
TCGA.DB.A75M.01,male,cancer,NA,20-59,brain,0.11549812,0.266082582,1.795696289,0.24261254,1.721989047,0.059467647,0.434817795
TCGA.DB.A75O.01,male,cancer,NA,20-59,brain,0.286402805,0.087053741,1.17640918,0.431134374,1.878832213,0.166865334,0.308565748
TCGA.DB.A75P.01,female,cancer,NA,20-59,brain,0.237298328,0.149658036,1.781975224,1.057717808,1.548296524,0.194553242,0.077854177
TCGA.DC.4745.01,female,cancer,NA,20-59,colon,2.020896016,0.021348853,1.947333499,0.021348853,0.062518577,0.101784062,2.538419722
TCGA.DC.4749.01,male,cancer,NA,20-59,colon,2.683146105,0.047828628,2.291978443,0.177610262,0.047828628,0.024230593,2.948295332
TCGA.DC.5337.01,male,cancer,NA,60-100,colon,2.741291274,0.09962221,1.719176939,0.118209968,0.080621544,0.136383533,2.945042116
TCGA.DC.5869.01,female,cancer,NA,60-100,NA,2.927925493,0.116886483,1.590715218,0.138543867,0.180308228,0.239413047,2.92590108
TCGA.DC.6154.01,female,cancer,NA,20-59,NA,2.770838067,0.090435348,2.064680542,0.152634903,0.315909557,0.090435348,2.956878159
TCGA.DC.6155.01,female,cancer,NA,20-59,NA,2.040972493,-1.45E-08,1.867767254,0.013204588,0.038878557,-1.45E-08,1.573099875
TCGA.DC.6156.01,male,cancer,NA,60-100,NA,2.628282987,0.802724803,2.89104544,0.332784849,0.751675815,0.777609805,3.214959938
TCGA.DC.6157.01,male,cancer,NA,20-59,colon,2.462608159,0.244721325,2.790771878,0.244721325,0.805102552,0.08042966,3.264742921
TCGA.DC.6158.01,male,cancer,NA,60-100,colon,3.186586542,0.606342981,2.647864133,0.141756495,0.695401743,0.24168059,3.0950743
TCGA.DC.6160.01,male,cancer,NA,60-100,colon,2.93370421,0.317725424,2.569871769,0.408230101,1.226819481,0.10265039,3.294603465
TCGA.DC.6682.01,male,cancer,NA,20-59,colon,2.116784365,0.089013014,2.388250526,0.311301005,0.067587355,0.169774237,2.673044347
TCGA.DC.6683.01,male,cancer,NA,20-59,colon,3.223557927,0.126346273,2.696610248,0.077859161,0.372438297,0.172395554,3.240375872
TCGA.DD.A113.01,female,cancer,NA,20-59,liver,0.039811161,0.914100099,1.927849539,0.039811161,0.62700265,0.059029138,2.165467654
TCGA.DD.A113.11,female,adjacent,LIVER,20-59,liver,1.422508664,2.14632175,0.874523074,0.064769066,2.275586359,0.125016623,2.591537782
TCGA.DD.A114.01,male,cancer,NA,20-59,liver,2.648756021,1.006300378,2.56048677,0.289936407,2.627173037,0.445894197,2.800166006
TCGA.DD.A114.11,male,adjacent,LIVER,20-59,liver,1.771953662,2.134101313,1.413177851,0.11851734,2.269754504,0.242615628,2.527340173
TCGA.DD.A115.01,male,cancer,NA,20-59,liver,1.699583379,1.622449297,1.376778045,0.26876592,2.341910462,0.166401453,2.461123709
TCGA.DD.A116.01,male,cancer,NA,60-100,liver,0.124771687,1.028917879,1.514763485,0.203276705,1.975303384,0.037647036,2.130458647
TCGA.DD.A116.11,male,adjacent,LIVER,60-100,liver,1.656517793,1.948753579,0.814462087,0.105352558,2.102766774,0.105352558,2.043500926
TCGA.DD.A118.01,female,cancer,NA,60-100,liver,0.4175875,0.773434625,2.170594513,0.124101107,2.046841524,0.481356366,2.722522791
TCGA.DD.A118.11,female,adjacent,LIVER,60-100,liver,0.925268284,2.298154778,0.837313809,0.147437887,2.286851299,0.066271307,2.432512447
TCGA.DD.A119.01,male,cancer,NA,20-59,liver,0.672167043,0.113948096,0.922532963,0.050890579,1.344237018,0.034290791,1.676496219
TCGA.DD.A119.11,male,adjacent,LIVER,20-59,liver,1.403137375,2.19907631,1.134184486,0.114156606,2.467426516,0.09247177,2.473983731
TCGA.DD.A11A.01,male,cancer,NA,60-100,liver,1.614433616,0.437661389,1.299312308,0.074069816,2.268552338,0.025360258,1.290029404
TCGA.DD.A11A.11,male,adjacent,LIVER,60-100,liver,0.619714526,1.80813868,1.004839317,0.15408473,2.183794622,0.301969756,2.889212877
TCGA.DD.A11B.01,male,cancer,NA,60-100,liver,1.951624679,2.032280211,1.065326209,0.126396994,2.792954341,0.02669184,2.703791129
TCGA.DD.A11B.11,male,adjacent,LIVER,60-100,liver,1.652640902,1.930610476,1.058361004,0.087630498,2.305105355,0.167208027,2.32505778
TCGA.DD.A11C.01,male,cancer,NA,60-100,liver,0.077313218,0.958962535,1.934261535,0.101715009,2.512349759,0.171224885,1.965643203
TCGA.DD.A11C.11,male,adjacent,LIVER,60-100,liver,0.757355614,2.212114031,0.874328864,-2.34E-08,2.380583793,0.120023743,2.287315932
TCGA.DD.A11D.01,female,cancer,NA,20-59,liver,1.15857138,1.379253031,1.338105539,0.052573754,2.379499726,0.052573754,2.742567237
TCGA.DD.A11D.11,female,adjacent,LIVER,20-59,liver,0.589749484,2.197946482,1.212316165,0.111198191,2.302610155,0.111198191,2.335238165
TCGA.DD.A1EA.01,male,cancer,NA,60-100,liver,3.120845917,0.644058154,1.692660853,0.180795259,2.91103685,0.028050612,2.402995586
TCGA.DD.A1EB.01,female,cancer,NA,60-100,liver,0.859739433,1.569672316,1.17705897,0.048064655,2.583395981,0.667030823,2.103310162
TCGA.DD.A1EB.11,female,adjacent,LIVER,60-100,liver,1.324775029,2.162829735,1.146945518,0.024583842,2.507003757,0.138354508,2.526253331
TCGA.DD.A1EC.01,female,cancer,NA,20-59,liver,0.026423358,1.710777111,2.208784983,0.235180703,1.604484077,0.101464268,2.547776947
TCGA.DD.A1EC.11,female,adjacent,LIVER,20-59,liver,0.46384836,1.714271385,0.820652594,0.072758824,2.04067729,0.086483211,1.882813844
TCGA.DD.A1ED.01,male,cancer,NA,60-100,liver,1.632271376,1.883006161,2.135613711,0.134162978,2.260961339,0.069613741,2.44973257
TCGA.DD.A1EE.01,male,cancer,NA,60-100,liver,2.250963783,0.93167323,1.329763154,0.285489228,2.762821585,0.105317275,2.468006476
TCGA.DD.A1EE.11,male,adjacent,LIVER,60-100,liver,1.089619181,2.345162471,1.667194087,0.075512953,2.562198254,0.145263586,2.519603981
TCGA.DD.A1EF.01,female,cancer,NA,20-59,liver,0.256848998,0.361320809,1.790510057,0.17929958,0.993828586,0.024473613,1.211756262
TCGA.DD.A1EG.01,male,cancer,NA,60-100,liver,0.043208328,0.799663396,1.950236203,0.064030184,1.708315414,0.021872598,2.156413347
TCGA.DD.A1EG.11,male,adjacent,LIVER,60-100,liver,1.018365654,1.341288159,0.797718121,0.052113732,1.87765666,0.052113732,2.311078603
TCGA.DD.A1EH.01,male,cancer,NA,20-59,liver,0.935474178,0.314763491,2.209055501,0.158654135,1.353143226,0.082657406,2.342580899
TCGA.DD.A1EH.11,male,adjacent,LIVER,20-59,liver,0.669615396,1.91894558,0.613325945,0.061818549,2.083328151,0.061818549,2.162113201
TCGA.DD.A1EI.01,male,cancer,NA,20-59,liver,0.453582764,1.027840643,1.814737441,0.164456516,2.062320639,0.142723913,2.198044573
TCGA.DD.A1EI.11,male,adjacent,LIVER,20-59,liver,1.663485065,2.422643732,0.914667465,0.161135992,2.43331773,0.222129411,2.18336903
TCGA.DD.A1EJ.01,female,cancer,NA,60-100,liver,0.024551697,0.138180524,1.284953974,0.11657767,1.56422561,-2.71E-08,2.368154596
TCGA.DD.A1EJ.11,female,adjacent,LIVER,60-100,liver,0.65213915,1.991632828,0.934484191,0.093041806,2.313993525,0.093041806,2.582393454
TCGA.DD.A1EK.01,female,cancer,NA,60-100,liver,2.15731041,0.582766207,1.826843686,0.064435987,1.862776041,0.124386793,2.320924288
TCGA.DD.A1EL.01,male,cancer,NA,20-59,liver,1.237836623,0.17316823,0.95365535,0.266056792,2.216133329,0.068987505,1.844947343
TCGA.DD.A1EL.11,male,adjacent,LIVER,20-59,liver,1.875122689,1.9886271,1.076001514,0.024182088,2.311839355,0.30734037,2.583513082
TCGA.DD.A39V.01,male,cancer,NA,60-100,liver,0.01613517,0.223745131,0.724012221,0.047414319,1.971775921,0.01613517,0.653397385
TCGA.DD.A39V.11,male,adjacent,LIVER,60-100,liver,1.085316642,1.572474924,0.910976895,0.121822485,2.067216741,0.08311825,2.318521007
TCGA.DD.A39W.01,female,cancer,NA,20-59,liver,0.274398086,0.170013745,1.827242967,0.191896981,2.559254278,0.07674865,2.063915921
TCGA.DD.A39W.11,female,adjacent,LIVER,20-59,liver,0.743971965,2.04802034,0.684240043,0.023693543,2.51747375,0.112625583,2.262013915
TCGA.DD.A39X.01,female,cancer,NA,60-100,liver,0.208636014,0.119210753,1.39355331,0.070298965,1.324532755,0.086939329,2.291579812
TCGA.DD.A39X.11,female,adjacent,LIVER,60-100,liver,0.479404453,1.807564699,0.515752833,0.043557509,2.248956543,0.043557509,1.944504745
TCGA.DD.A39Y.01,male,cancer,NA,60-100,liver,0.133252112,0.115479302,0.733952739,0.078735589,1.08481052,0.078735589,1.698808671
TCGA.DD.A39Z.01,female,cancer,NA,20-59,liver,0.051498819,0.06794338,1.064616535,0.017541532,1.662398416,-1.93E-08,1.865554693
TCGA.DD.A39Z.11,female,adjacent,LIVER,20-59,liver,0.360506757,1.671205091,0.684476788,0.059629217,2.089305734,0.04021859,1.835840828
TCGA.DD.A3A1.01,male,cancer,NA,60-100,liver,-2.25E-08,0.078980513,0.958559659,0.040415851,1.782645291,0.151103935,1.31169025
TCGA.DD.A3A1.11,male,adjacent,LIVER,60-100,liver,0.49454081,1.170661212,0.816062988,0.067171044,1.7953071,0.067171044,1.683106282
TCGA.DD.A3A2.01,female,cancer,NA,60-100,liver,0.153631158,1.679170918,0.753768054,0.04111839,2.186855636,0.545598764,1.673306615
TCGA.DD.A3A2.11,female,adjacent,LIVER,60-100,liver,0.674641268,1.937596698,0.730905094,0.044320797,2.30552542,0.086501488,2.109998787
TCGA.DD.A3A3.01,male,cancer,NA,20-59,liver,0.120444407,0.01835538,0.78868081,0.087849122,0.899936846,-2.02E-08,1.28890764
TCGA.DD.A3A3.11,male,adjacent,LIVER,20-59,liver,0.316148871,1.853326814,1.344155371,0.068732006,2.200840711,0.152757079,2.368885694
TCGA.DD.A3A4.01,male,cancer,NA,20-59,liver,1.809481642,0.197093929,0.811789907,0.047730192,2.172731147,-2.67E-08,2.298610964
TCGA.DD.A3A4.11,male,adjacent,LIVER,20-59,liver,0.45165011,1.199717376,1.756257982,0.044740323,2.218623937,0.203637869,2.269440781
TCGA.DD.A3A5.01,female,cancer,NA,60-100,liver,0.247423794,1.796118319,1.132893943,0.103914732,1.930785768,0.043082754,2.254490274
TCGA.DD.A3A5.11,female,adjacent,LIVER,60-100,liver,0.542962858,1.815661961,0.566441586,0.148500737,2.310015863,0.022820241,2.582487552
TCGA.DD.A3A6.01,female,cancer,NA,60-100,liver,0.085542392,0.886684124,1.639752826,1.329817682,0.344069435,0.33250786,0.017862041
TCGA.DD.A3A6.11,female,adjacent,LIVER,60-100,liver,0.979761266,1.537023404,0.580462305,0.036270421,1.93326428,0.018338744,1.774952284
TCGA.DD.A3A7.01,male,cancer,NA,60-100,liver,0.030277315,0.059364851,0.452055027,0.235448675,1.235053369,-1.68E-08,1.053541883
TCGA.DD.A3A8.01,male,cancer,NA,60-100,liver,2.342357,1.587488845,1.15580385,0.088039944,2.432511301,-2.52E-08,2.20003902
TCGA.DD.A3A8.11,male,adjacent,LIVER,60-100,liver,1.611763055,1.919172867,0.747888127,-2.30E-08,1.830797495,0.020877149,2.205743869
TCGA.DD.A3A9.01,female,cancer,NA,60-100,liver,0.361412252,0.123723668,1.918937256,0.216289389,0.230706949,0.0373213,2.072686409
TCGA.DD.A4NA.01,female,cancer,NA,60-100,liver,0.029184523,0.280159546,1.768943381,0.137768382,0.301888064,0.280159546,3.127463327
TCGA.DD.A4NB.01,male,cancer,NA,20-59,liver,1.028730584,0.596404382,2.003781711,0.047930665,2.188393891,0.40619003,1.638121212
TCGA.DD.A4ND.01,female,cancer,NA,20-59,liver,1.16061918,1.036712164,1.736538866,0.237671454,2.126564329,0.278522091,2.614583528
TCGA.DD.A4NE.01,female,cancer,NA,60-100,liver,0.483907258,0.987742126,2.039344049,0.076917275,2.473431719,0.02635232,2.447364155
TCGA.DD.A4NF.01,male,cancer,NA,60-100,liver,0.770317278,2.040085321,2.067685775,0.174400389,2.885885382,0.103647491,2.213397449
TCGA.DD.A4NG.01,male,cancer,NA,60-100,liver,0.02040925,0.232656232,1.085741386,0.059804142,2.073808591,0.078829158,2.092607183
TCGA.DD.A4NH.01,female,cancer,NA,60-100,liver,0.52948062,0.095311896,2.195064059,0.048907674,0.29650284,0.139425716,2.756914121
TCGA.DD.A4NI.01,male,cancer,NA,60-100,liver,0.935857733,2.316859229,1.36819163,0.068637355,2.36277193,0.046341279,2.259761152
TCGA.DD.A4NJ.01,female,cancer,NA,20-59,liver,0.025759994,0.720396855,1.59411749,0.144708761,2.061246855,0.144708761,2.628645699
TCGA.DD.A4NK.01,female,cancer,NA,60-100,liver,2.112233289,1.765923532,1.523635352,0.097595427,2.533006013,0.025390501,2.544090365
TCGA.DD.A4NL.01,male,cancer,NA,20-59,liver,1.17570291,1.938668806,1.991649921,0.15223017,2.286420313,0.111360597,2.504001169
TCGA.DD.A4NN.01,female,cancer,NA,20-59,liver,0.131049359,0.312892841,1.674172125,0.067962886,0.683778265,0.04588243,2.685753295
TCGA.DD.A4NO.01,male,cancer,NA,60-100,liver,0.542065794,1.595470312,1.862973825,0.117441282,2.323173355,0.22116432,2.323673604
TCGA.DD.A4NP.01,male,cancer,NA,20-59,liver,1.060276328,1.661151549,1.819713482,0.195457072,2.219885863,0.021688261,2.033299032
TCGA.DD.A4NQ.01,male,cancer,NA,60-100,liver,2.20198263,0.779664196,1.114236242,0.088433662,1.853276443,-2.53E-08,1.729793884
TCGA.DD.A4NS.01,female,cancer,NA,60-100,liver,2.235041721,1.858691169,2.096985294,0.249559569,2.52608056,0.474317265,2.488158619
TCGA.DD.A4NV.01,male,cancer,NA,60-100,liver,0.738729087,1.597820211,1.862356327,0.076155093,2.773220131,0.146469497,2.568391337
TCGA.DD.A73A.01,male,cancer,NA,60-100,liver,1.619792666,1.733228941,1.461527825,0.114051572,2.15815412,0.024002969,2.379180042
TCGA.DD.A73B.01,female,cancer,NA,60-100,liver,2.621700207,1.072116426,1.764029144,0.068737473,2.050545305,-2.59E-08,2.447349388
TCGA.DD.A73C.01,female,cancer,NA,60-100,liver,0.248782045,2.571522564,2.03906583,0.055338524,2.985612473,1.118788992,1.989177161
TCGA.DD.A73D.01,female,cancer,NA,60-100,liver,2.420338484,1.130236042,0.422622269,0.107281666,2.123037579,-2.49E-08,2.28228546
TCGA.DD.A73E.01,male,cancer,NA,60-100,liver,2.571833113,1.101726728,1.829592051,0.230180314,2.948077022,0.056234554,2.461620891
TCGA.DD.A73F.01,female,cancer,NA,60-100,liver,1.283576536,0.749009452,1.743409047,0.074729908,2.011894968,0.025590122,2.03058909
TCGA.DD.A73G.01,female,cancer,NA,60-100,liver,0.210809135,0.062334954,1.146678921,0.031808161,0.091664961,0.016070278,1.390068763
TCGA.DD.AA3A.01,female,cancer,NA,60-100,liver,0.59577678,0.173730836,2.310693924,0.069219788,0.572045828,0.023673433,1.159412396
TCGA.DD.AAC8.01,male,cancer,NA,60-100,liver,0.514170384,0.646874784,2.323580939,0.023937273,2.519544289,-2.64E-08,2.193616596
TCGA.DD.AAC9.01,male,cancer,NA,20-59,liver,1.1630285,0.773753114,1.351547694,0.174923711,1.67607853,0.019285365,1.460005404
TCGA.DD.AACA.01,male,cancer,NA,60-100,liver,1.48307414,0.673727575,1.404776208,0.047693514,2.61060657,0.024161585,2.371894378
TCGA.DD.AACA.02,male,cancer,NA,60-100,liver,-2.30E-08,0.171304058,1.416458342,0.020849455,1.548863256,-2.30E-08,1.824206302
TCGA.DD.AACB.01,female,cancer,NA,60-100,liver,1.276318731,0.2439296,1.357919304,0.131091944,1.832091091,-2.21E-08,1.895116467
